S_ID,C_ID,SCHL,Region,Division,School_size,Urbanicity,S1,S2_1,S2_2,S2_3,S2_4,S2_5,S2_6,S2_7,S2_7a,S3,S4_1,S4_2,S4_3,S4_4,S4_5,S4_6,S4_7,S4_8,S4_8a,S5_1,S5_2,S5_3,S5_4,S5_5,S5_6,S5_7,S5_8,S5_9,S5_9a,S6,S6a,S7_1,S7_2,S7_3,S7_4,S7_5,S7_6,S7_7,S7_7a,S8,S9a,S9b,S9c,S9d,S9e,S10a,S10_1,S10_2,S10_3,S10_4,S11_1,S11_2,S11_3,S11_4,S11_5,S11_6,S11_7,S11_7a,S12_1,S12_1a,S12_1b,S12_2,S12_2a,S12_2b,S12_2c,S12_3,S12_3a,S12_3b,S12_3c,S12_4,S12_4a,S12_4b,S12_4c,S12_5,S13,S14,S15_1,S15_2,S15_3,S15_4,S15_5,S15_6,S15_7,S15_7a,S16_1,S16_2,S16_3,S16_4,S16_4a,S17_1,S17_2,S17_3,S17_4,S17_5,S17_6,S17_7,S17_8,S17_8a,S18_1,S18_2,S18_3,S18_4,S18_5,S18_6,S18_7,S18_8,S18_8a,S19,S20_1,S20_2,S20_3,S20_4,S20,S21,S21a,S22,S23,S23a,S24,S25,S26,S26a,S26b,S27,S28,S29,S30,S31,S_Coder
1498,95,167,4,9,2,6,30,0,0,1,0,0,0,0, ,1,1,1,0,1,0,0,1,0, ,1,0,0,0,0,1,1,0,0, ,10,"According to living in a global world, we need to know more language to communicate with others around the world.",1,0,0,0,0,0,0, ,2,420,-2,-2,-2,-2,-1,4,4,4,4,3,1,2,2,2,3,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,1,3,3,1,2,2,2,-1, ,1,0,0,0, ,0,1,0,1,1,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,3,3,3,3,12,2, ,122,27, ,122,122,5, , ,Asian,1,1,1986,"Learing a second language help me know other cultures. And also, it increases job opportunities in many careers.",2
1501,95,167,4,9,2,6,30,0,0,0,0,0,1,0, ,1,0,0,0,0,1,0,1,0, ,0,1,0,0,0,0,1,0,0, ,8, ,1,0,0,0,0,0,0, ,4,720,-2,-2,-2,-2,720,4,4,4,4,-1,-1,-1,-1,-1,4,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,70,-2,-2,0,1,3,2,2,5,1,2,-1,-1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,0,0,0,0,0,1,0, ,0,3,2,2,2,9,5, ,245,27, ,245,245,5, , ,-1,0,1,1979, ,2
1503,95,167,4,9,2,6,30,0,0,0,0,1,0,0, ,1,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,1,0, ,8, ,0,0,0,0,0,0,1, ,4,30,-2,-2,-2,-2,30,3,3,3,3,3,1,1,-1,-1,1,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,70,-2,-2,0,0,3,2,-1,-1,-1,-1,2,-1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,0,0,0,0,0,0,0, ,0,2,1,2,2,7,4, ,48,28, ,48,48,5, , ,Asian,1,2,1965, ,2
1504,96,168,3,5,3,2,100,0,1,0,0,0,0,0, ,1,0,0,0,0,0,1,0,0, ,1,0,0,0,0,0,0,0,0, ,10,America is full of culture that has multiple languages. We should all learn to commnicate,0,0,0,1,0,0,0, ,2,100,-2,-2,-2,-2,100,3,2,3,2,2,-1,-1,1,4,2,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,3,2,-1,4,2,1,4,-1, ,0,1,0,0, ,0,0,1,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,3, ,239,-2, ,66,239,3, , ,American,0,2,1995, ,1
1505,96,168,3,5,3,2,100,0,1,1,0,0,0,0, ,1,1,0,1,1,0,1,1,0, ,1,0,1,0,0,0,1,1,0, ,10,Presents you with advantages,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,-1,4,4,3,3,4,2,1,1,2,2,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,3,2,5,1,2,2,-1, ,1,0,0,0, ,0,0,1,1,0,1,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,4,4,4,4,16,4, ,185,3, ,185,239,3, , ,No,0,2,1994, ,1
1506,96,168,3,5,3,2,100,0,1,1,0,1,0,0, ,2,0,0,0,1,0,0,0,0, ,1,0,1,0,0,0,1,0,0, ,9,we're constantly evolving it's good to know a second language,0,0,1,0,0,0,0, ,3,100,-2,-2,-2,-2,100,3,3,3,3,2,1,3,2,1,1,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,4,2,1,6,1,2,3,-1, ,1,0,0,0, ,0,1,0,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5, ,239,-2, ,185,185,3, , ,Puerto Rican,0,2,1992, ,1
1508,96,168,3,5,3,2,100,0,1,1,0,1,0,0, ,1,1,0,1,0,0,1,1,0, ,1,0,1,0,0,0,0,1,0, ,10,Diversity ability to communicate w/others,0,1,1,1,0,0,0, ,3,100,-2,-2,-2,-2,100,3,2,3,2,2,1,1,1,2,1,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,3,2,2,3,1,1,2,-1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,-1,-1,-1,-1,-1,-1,-1,-1, ,1,4,4,4,4,16,2, ,239,-2, ,239,239,3, , ,Puerto Rican,0,1,1994, ,1
1519,98,169,4,8,1,5,40,0,1,1,0,1,0,0, ,1,1,1,0,0,1,0,0,0, ,0,0,0,1,0,0,1,0,0, ,5, ,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,4,3,4,5,2,3,1,-1, ,1,1,0,0, ,1,0,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,3,4,3,14,6, ,239,-2, ,239,239,1, , , ,0,1,1996, ,4
1520,98,169,4,8,1,5,40,0,0,0,0,1,0,0, ,1,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,1,0,0, ,10,All languages are important.,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,100,4,4,4,4,5,4,5,5,-1,2,-1, ,1,100,-2,1,100,-2,-2,1,100,-2,-2,0,-2,-2,-2,0,1,1,6,4,1,2,3,2,-1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,0,0,0,0,0,0,1,I want to focus on my career,0,2,2,3,2,9,1, ,149,18, ,149,239,3, , ,Mexican,0,2,1995, ,4
1521,98,169,4,8,1,5,40,0,0,0,0,1,0,0, ,2,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,1,0,0, ,10,Because English is deteriorating,1,0,0,0,0,0,0, ,3,100,-2,-2,-2,-2,100,3,3,3,2,5,4,2,3,4,4,5, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,0,1,3,2,3,2,5,3,-1, ,1,0,0,0, ,0,0,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,9, ,239,-2, ,239,239,1, , , ,0,2,1995, ,4
1522,99,170,4,9,2,4,100,0,0,1,0,0,0,0, ,1,0,0,0,1,0,0,0,0, ,0,0,0,1,0,0,0,0,0, ,10,It's important to know.,0,0,1,1,0,0,1,"yes, with family",3,100,-2,-2,-2,-2,100,4,2,4,4,2,1,1,2,2,3,-1, ,0,-2,-2,1,100,-2,-2,1,100,-2,-2,1,100,-2,-2,0,1,2,2,2,2,1,2,2,-1, ,0,1,0,0, ,0,0,0,0,0,1,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,2, ,239,-2, ,239,239,3, , , ,0,1,1994, ,1
1523,99,170,4,9,2,4,100,0,0,1,0,0,0,0, ,1,0,0,0,1,0,0,0,0, ,1,0,0,0,0,0,0,0,0, ,7,because not everyone speak english.,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,2,3,1,2,7,2,-1, ,0,1,0,0, ,0,0,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5, ,239,-2, ,239,239,1, , , ,0,2,1984, ,1
1524,99,170,4,9,2,4,100,0,0,1,0,1,1,0, ,2,0,0,0,0,1,0,1,0,second language in USA,1,0,0,0,0,0,1,0,0,communicate with others,10, ,0,1,1,1,0,1,0, ,4,20,-2,-2,-2,-2,20,4,4,4,4,1,1,1,1,1,1,-1, ,0,-2,-2,0,-2,-2,-2,1,300,-2,-2,1,300,-2,-2,0,1,3,2,2,5,1,3,1,-1, ,1,0,0,0, ,0,0,1,1,1,0,0,1,communicate with others,-2,-2,-2,-2,-2,-2,-2,-2, ,0,3,3,3,3,12,1, ,69,-3,2001,69,69,6, , ,Arabic/Middle Eastern,0,1,1970, ,1
1525,99,170,4,9,2,4,100,0,0,1,0,0,0,0, ,2,0,0,0,1,0,0,0,0, ,1,0,1,1,0,0,0,1,0, ,8,It is good to know a language in everyday life.,0,0,0,1,0,0,0, ,2,100,-2,-2,-2,-2,100,4,3,3,3,2,2,1,1,1,1,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,4,4,2,6,1,2,2,-1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,-1,-1,-1,-1,-1,-1,-1,-1, ,0,4,3,3,3,13,5, ,239,-2, ,239,239,-1, , ,Latina & white,0,2,1994, ,1
1526,99,170,4,9,2,4,100,0,0,1,0,0,0,0, ,1,1,0,0,1,0,0,0,0, ,1,0,0,1,0,0,0,0,0, ,5,"It is useful, but depends on what you want to do with your personal and professional life.",0,0,1,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,4,2,3,4,1,1,2,-1, ,0,0,0,1,Will only take if I have to,1,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0, ,1,3,3,3,4,13,9, ,239,-2, ,88,239,1, , ,A person,0,1,1994,"You're welcome, for the free information I provided you with.",1
1527,99,170,4,9,2,4,100,0,1,1,0,0,0,0, ,2,1,1,0,1,0,0,0,0, ,1,0,0,1,0,1,0,0,0, ,10,"Helps communicate if you are at work, other country, friends, and family.",0,0,0,1,0,0,0, ,3,640,-2,-2,-2,-2,640,3,3,3,3,3,3,3,4,1,1,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,4,2,3,1,3,-1,2, ,0,1,0,0, ,1,1,0,1,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5, ,181,5, ,181,181,5, , ,Filipino American,0,2,1996, ,1
1528,99,170,4,9,2,4,100,0,1,1,0,0,1,0, ,2,1,0,1,0,0,0,0,0, ,1,0,0,1,0,0,0,0,0, ,7,We live among people who don't speak only English.,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,2,2,6,1,2,-1,3,Driving to work,1,0,0,0, ,1,0,0,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,6, ,239,-2, ,239,239,1, , ,No,0,2,1993, ,1
1529,99,170,4,9,2,4,100,0,0,1,0,0,0,0, ,1,0,0,0,1,0,0,0,0, ,0,0,1,0,0,0,0,0,0, ,9, ,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,4,3,3,1,1,6,6,-1, ,0,1,0,0, ,0,0,0,0,1,0,1,0, ,1,0,0,0,0,0,0,0, ,1,3,3,3,3,12,5, ,239,-2, ,239,239,-1, , , ,0,2,1986, ,1
1530,99,170,4,9,2,4,100,0,1,0,0,0,0,0, ,1,0,0,0,0,0,1,0,0, ,0,0,1,1,0,0,0,0,0, ,8,It can open more job opportunities for my career,0,0,0,1,0,0,0, ,3,-3,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3, ,0,-2,-2,1,100,-2,-2,1,100,-2,-2,1,100,-2,-2,0,0,3,2,2,4,1,2,2,-1, ,0,0,0,1,hire a tutor,0,0,0,0,0,1,0,0, ,0,0,0,0,0,1,0,0, ,1,4,4,4,3,15,9, ,239,-2, ,239,180,9,3,5,Peruvian and chinese,0,2,1995,"The classes should go slower with the corriculum, because the classes go too fast. It is hard to keep up and learn when everything is being Thrown at me. Plus, it is very unclear.",1
1532,99,170,4,9,2,4,100,0,0,1,0,1,0,0, ,1,1,1,0,1,1,0,0,0, ,0,0,1,0,0,1,1,0,0, ,10,Knowledge is power!,0,0,0,1,0,0,0, ,4,100,-2,-2,-2,-2,100,4,4,3,3,5,2,2,1,1,3,-1, ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,2,7,1,2,2,-1, ,0,1,0,0, ,0,1,0,1,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,4,4,4,4,16,6, ,239,-2, ,68,96,3, , , ,0,2,1992, ,1
1534,99,170,4,9,2,4,100,0,0,1,0,0,0,0, ,1,1,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0, ,10,To improve,0,0,0,1,0,0,0, ,4,100,-2,-2,-2,-2,100,4,4,4,3,5,2,4,3,4,3,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,4,3,2,5,2,4,2,-1, ,0,1,0,0, ,0,0,0,1,0,0,0,0, ,0,0,0,1,0,0,0,0, ,0,4,4,4,4,16,9, ,239,-2, ,149,149,3, , ,Mexican-American,0,2,1994,I have focused more in MSJC than the other colleges I have atended.,1
1535,99,170,4,9,2,4,100,0,0,1,0,0,0,0, ,1,1,0,0,1,0,0,0,0, ,1,0,0,0,0,0,0,0,0, ,4,I believe that it is hereticial,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,1,70,50,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,1,4,5,4,4,1,1,2,-1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,1,0,1,0,0,0,0, ,1,4,4,4,4,16,6, ,239,-2, ,239,239,2, , , ,0,1,1992, ,1
1536,99,170,4,9,2,4,100,0,0,1,0,0,0,0, ,1,0,0,1,1,0,0,0,0, ,1,0,0,0,0,0,0,0,0, ,10,you get paid more,0,0,0,0,0,1,0, ,3,100,-2,-2,-2,-2,100,4,4,3,2,1,1,2,1,1,2,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,5,3,1,2,2,2,-1, ,1,0,0,0, ,0,0,0,1,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,4, ,239,-2, ,239,239,6, , , ,0,2,1982, ,1
1537,99,170,4,9,2,4,100,0,0,0,1,1,0,0, ,2,0,0,1,0,1,0,1,0, ,1,0,0,0,0,0,0,0,1,personal enjoyment,8,because there are so many Spanish speakers in this country and especially in this area.,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,2,2,3,2,1,1,-2,1,2,2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,0,1,3,2,3,1,1,2,-1, ,1,0,0,0, ,0,0,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,6, ,239,-2, ,239,239,1, , ,American,0,1,1964, ,1
1538,99,170,4,9,2,4,100,0,1,1,0,0,0,0, ,2,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0, ,7,may need to be used in profession,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,2,3,3,3,1,1,1,1,2,3,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,3,3,3,5,2,1,2,-1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,0,0,0,0,0,1,0, ,1,4,4,4,4,16,5, ,239,-2, ,239,181,1, , ,Asian - American,0,2,1991, ,1
1539,99,170,4,9,2,4,100,0,0,1,0,1,0,0, ,1,0,0,0,1,1,0,0,0, ,1,0,1,1,0,0,0,0,0, ,8,depends on how you wish to live,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,4,4,6,2,4,2,-1, ,1,0,0,0, ,1,0,0,1,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,4, ,239,-2, ,239,239,4, , , ,0,2,1995, ,1
1540,99,170,4,9,2,4,100,0,1,1,1,1,0,0, ,1,1,1,1,1,1,1,1,0, ,1,0,1,0,0,1,1,1,0, ,10,the culture/skill important to me,1,0,0,0,0,0,0, ,3,100,-2,-2,-2,-2,100,3,2,4,3,4,4,3,3,1,3,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,3,4,2,1,1,2,1,-1, ,1,0,0,0, ,1,1,1,1,1,1,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,2, ,239,-2, ,239,239,3, , ,"multi racial, mexican,spanish,caucasian",0,2,1987, ,1
1541,99,170,4,9,2,4,100,0,0,1,0,0,0,0, ,2,1,0,0,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0, ,2,because it should be optional,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,1,100,-2,-2,0,-2,-2,-2,0,1,4,2,2,5,1,2,2,5, ,1,0,0,0, ,1,0,0,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,6, ,239,-2, ,239,239,1, , ,No,0,1,1994, ,1
1542,99,170,4,9,2,4,100,0,0,1,0,0,0,0, ,1,1,0,0,1,0,0,0,0, ,0,0,0,1,0,1,0,0,0, ,2,This is America.,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,4,3,2,6,7,-1,2,-1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,0,1,1,1,1,1,0, ,1,4,4,4,4,16,4, ,91,3, ,239,239,1, , ,No,0,1,1988, ,1
1543,99,170,4,9,2,4,100,0,0,1,0,1,0,0, ,2,1,0,1,1,1,1,0,0, ,1,0,1,1,1,0,0,0,0, ,9, ,0,0,1,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,5,2,4,1,1,1,3,-1, ,1,1,0,0, ,0,0,1,1,1,1,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,4, ,239,-2, ,239,149,5, , ,multiracial,0,1,1994, ,1
1545,99,170,4,9,2,4,100,0,0,1,0,0,0,0, ,1,1,0,1,0,0,0,0,0, ,1,0,1,1,0,0,0,0,0, ,10,multilingual community,0,1,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,3,2,3,4,1,2,2,-1, ,0,1,0,0, ,1,0,1,1,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5, ,239,-2, ,239,239,3, , , ,0,2,1994, ,1
1546,99,170,4,9,2,4,100,0,0,1,1,1,0,0, ,2,1,0,1,1,0,0,0,1,better my skills,1,0,1,1,0,0,1,1,0, ,10,Helps you later on in your career.,0,0,0,1,0,0,0, ,4,100,-2,-2,-2,-2,100,3,3,2,2,5,1,1,1,1,2,-1, ,0,-2,-2,0,-2,-2,-2,1,100,-2,-2,0,-2,-2,-2,0,1,3,2,2,1,1,2,2,-1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,0,0,0,0,0,1,0, ,1,4,3,3,3,13,1, ,239,-2, ,149,149,3, , , ,0,2,1995, ,1
1547,99,170,4,9,2,4,100,0,0,1,0,0,0,0, ,1,0,0,0,1,0,0,0,0, ,0,0,0,1,0,0,0,0,0, ,1,with current technology it is no longer needed,0,0,1,1,1,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,5,2,2,6,1,2,2,-1, ,1,0,0,0, ,0,0,0,1,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5, ,239,-2, ,239,239,1, , ,American,0,1,1992, ,1
1548,99,170,4,9,2,4,100,0,0,1,0,0,0,0, ,2,1,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0, ,10,important cases,0,0,0,1,0,0,0, ,3,100,-2,-2,-2,-2,100,3,3,3,3,3,2,1,1,3,3,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,4,2,4,2,4,2,-1, ,1,0,0,0, ,1,0,0,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,4,4,4,4,16,5, ,149,1, ,149,149,3, , ,Mexican-American,1,1,1995, ,1
1549,99,170,4,9,2,4,100,0,1,1,0,1,0,0, ,1,1,0,0,1,1,0,0,0, ,0,0,1,1,1,0,0,1,0, ,10,Because better job's,0,0,0,1,0,0,1,Home,4,100,-2,-2,-2,-2,100,4,4,3,3,5,2,4,5,1,4,-1, ,1,100,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,1,5,5,3,1,1,1,2,-1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,0,0,0,0,0,0,1,enough to transfer,0,4,4,4,4,16,9, ,239,-2, ,149,149,3, , ,Mexican-American,0,1,1990, ,1
1568,101,171,3,5,2,4,40,1,0,1,0,0,0,1,To be able to hold conversation,1,0,1,1,0,0,0,1,0, ,0,0,1,0,1,0,0,0,0, ,8,Because communication is very important in the socity today.,0,0,1,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,3,2,3,1,2,2,-1, ,0,0,0,1, ,-1,-1,-1,-1,-1,-1,-1,-1, ,-1,-1,-1,-1,-1,-1,-1,-1, ,1,4,4,4,4,16,6, ,42,-2, ,42,42,2, , , ,1,2,1996, ,3
1570,101,171,3,5,2,4,40,0,0,0,0,0,1,0, ,2,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0, ,7, ,0,0,1,0,0,0,0, ,3,380,-2,-2,-2,-2,-2,-1,3,-1,-1,3,-1,-1,-1,-1,-1,-1, ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,5,-1,-1,-1,-1,-1,-1, ,-1,-1,-1,-1, ,-1,-1,-1,-1,-1,-1,-1,-1, ,-1,-1,-1,-1,-1,-1,-1,-1, ,0,-1,4,-1,-1,1,9, ,168,30, ,168,168,2, , ,None,0,2,1979, ,3
1572,101,171,3,5,2,4,40,0,1,1,0,0,0,0, ,1,0,0,0,0,0,0,1,0, ,0,1,0,1,0,0,0,0,0, ,10,to be able to interact with others,0,0,1,0,0,0,0, ,4,690,-2,-2,-2,-2,-2,4,4,2,2,5,1,1,1,5,1,-1, ,1,690,-2,1,690,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,1,1,3,1,6,1,6,1,-1, ,0,1,0,0, ,0,0,0,0,0,0,1,0, ,0,0,0,0,0,1,0,0, ,0,4,3,4,4,15,1, ,89,15, ,89,89,2, , ,Doesn’t matter,0,1,1995, ,3
1573,101,171,3,5,2,4,40,0,1,1,0,0,0,0, ,1,0,1,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0, ,9,being fluent in different languages can help.,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,-2,4,3,4,3,5,1,3,1,1,1,-1, ,1,100,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,1,4,3,2,4,1,1,3,-1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,0,0,0,0,0,0,0, ,0,4,4,4,4,16,2, ,239,-2, ,70,70,3, , ,NO,0,2,1996, ,3
1605,104,172,1,2,1,4,60,0,0,1,0,0,0,0, ,1,1,0,0,0,1,0,0,0, ,0,0,0,1,0,0,0,0,0, ,7,Widen your horizon,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,3,3,4,5,1,2,1,1, ,0,1,0,0, ,0,0,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5, ,239,-2, ,239,239,1, , ,-1,0,1,1992, ,2
1606,104,172,1,2,1,4,60,0,0,1,0,0,0,0, ,1,0,0,0,0,1,1,0,0, ,0,0,1,1,0,0,1,1,0, ,9,"Better jobs, easier to communicate when travelling",1,0,0,0,0,0,0, ,3,60,-2,-2,-2,-2,60,3,3,3,3,2,1,1,1,-1,2,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,3,2,6,1,3,2,-1, ,0,1,0,0, ,0,0,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5, ,239,-2, ,239,239,1, , ,Italian-American,0,2,1991, ,2
